Tweet,HS,Abusive,Char_Length,Casefolding,Stopwords,Char_Length_Prep
"Coba usir cina, 100% rakyat Nkri tidak ada yg gembel, nkri kaya, aseng asing trilyunan kayanya krn menguras nkri, jadi stop tolol.",1,1,76,coba usir cina 100 rakyat nkri tidak ada yg gembel nkri kaya aseng asing trilyunan kayanya krn menguras nkri jadi stop tolol ,coba usir cina 100 rakyat negara kesatuan republik indonesia gembel negara kesatuan republik indonesia kayak asing asing triliunan menguras negara kesatuan republik indonesia stop tolol,185
"Anda didungukan dan diperbudak Islam Bung Tifatul, Adam hanya DONGENG Yahudi",1,1,76,anda didungukan dan diperbudak islam bung tifatul adam hanya dongeng yahudi,didungukan diperbudak islam tifatul adam dongeng yahudi,55
"USER USER USER USER USER USER USER USER USER USER USER USER USER USER emang cebong kalau gak fitnah, gak makan kenyang, dan kalau gak curang ya gak menang..'",1,1,34, emang cebong kalau gak fitnah gak makan kenyang dan kalau gak curang ya gak menang ,cebong fitnah makan kenyang curang menang,41
USER USER USER USER USER USER atok silap tu atok hehehe yg macai tu atok ler....macai PH bodoh bangang...sy nie cuma rakyat biasa yg akn terus tanya apa yg x tau ke x jelas ke utk dpt penjelasan...opsss atok,1,1,253, atok silap tu atok hehehe yg macai tu atok ler macai ph bodoh bangang sy nie cuma rakyat biasa yg akn terus tanya apa yg x tau ke x jelas ke utk dpt penjelasan opsss atok,atok silap atok hehe macai atok ler macai ph bodoh bangang rakyat x tau x penjelasan opsss atok,95
Admin tolol di partai tolol\nPartai Tolol untuk orang Tolol',1,1,259,admin tolol di pa ai tolol npa ai tolol untuk orang tolol ,admin tolol ai tolol ai tolol orang tolol,41
USER Memang dasar kampang \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82',1,1,106, memang dasar kampang xf0 x9f xa4 xa3 xf0 x9f x98 x82 ,dasar kampang,13
"Ga pernah sekolah ya lo? Pantes\nmulutnya ga di jaga.. Kotorr, kaya\nsampah.'",1,1,160,ga pernah sekolah ya lo pantes nmulutnya ga di jaga kotorr kaya nsampah ,sekolah mulutnya jaga kotor kayak sampah,40
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER NJENG JAHANAM BERISIK COCOT KALEAN',1,1,196, njeng jahanam berisik cocot kalean ,anjing jahanam berisik cocot,28
Anies congornya aja gede. Realisasinya gak ada. Janji terus dari awal bisanya paling korupsi. Balik jadi dosen aja bangsat.,1,1,134,anies congornya aja gede realisasinya gak ada janji terus dari awal bisanya paling korupsi balik jadi dosen aja bangsat ,anies congornya gede realisasinya janji bisanya korupsi dosen bangsat,69
Udah kesel lah \xf0\x9f\x98\xbe\xf0\x9f\x98\xbe\xf0\x9f\x98\xbe kacrut tvri',1,1,168,udah kesel lah xf0 x9f x98 xbe xf0 x9f x98 xbe xf0 x9f x98 xbe kacrut tvri ,kesal kacrut televisi republik indonesia,40
Mood kerja berubah krn ni banci! \xf0\x9f\x98\x8e\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3',1,1,139,mood kerja berubah krn ni banci xf0 x9f x98 x8e xf0 x9f x98 xa3 xf0 x9f x98 xa3 xf0 x9f x98 xa3 ,suasana hati kerja berubah banci,32
"Pimpinan ngecopros, bawahan nderomos. Jancuk deh!'",1,1,23,pimpinan ngecopros bawahan nderomos jancuk deh ,pimpinan mencerocos bawahan nderomos jancuk deh,47
USER USER Kacung hanya terima perintah.\nTidak terima kritikan!\nSemoga itu bisa cukup menjelaskan pemimpin yang hanya simbol kacung.\nKacung yang dikacung-kacung tetap terima.\nKarena itulah kacung tumbur subur dan semerbak harum bunga bangkai.\,1,1,94, kacung hanya terima perintah ntidak terima kritikan nsemoga itu bisa cukup menjelaskan pemimpin yang hanya simbol kacung nkacung yang dikacung kacung tetap terima nkarena itulah kacung tumbur subur dan semerbak harum bunga bangkai ,kacung terima perintah terima kritikan semoga pemimpin simbol kacung kacung dikacung kacung terima kacung tunas subur semerbak harum bunga bangkai,146
USER USER USER USER Udah jadi rahasia umum bong.!!\nKoruptor.\nRampok.\nPelaku maksiat.\nPelaku bisnis maksiat.\nKaum LGBT.\nPenjilat.\nDukun sesat.\nDukun cabul.\nBla bla bla..\nTergabung dlm bani cebong.,1,1,81, udah jadi rahasia umum bong nkoruptor nrampok npelaku maksiat npelaku bisnis maksiat nkaum lgbt npenjilat ndukun sesat ndukun cabul nbla bla bla ntergabung dlm bani cebong ,rahasia bong koruptor rampok pelaku maksiat pelaku bisnis maksiat kaum lgbt penjilat dukun sesat dukun cabul nabila bla bla tergabung bani cebong,145
USER Cebong selalu ngk move on masuk aja kemako brimob juga',1,1,131, cebong selalu ngk move on masuk aja kemako brimob juga ,cebong pindah on masuk kemako brigade mobil,43
"PKS jadi partai pelacur, Beyek jadi germo\n\nApakah PKS tidak sadar bahwa Beye otak dibalik kriminalisasi LHI, politisi2 Islam, pengkhianatan kepada Prabowo-Hatta, pencurangan pilpres 2014, penghancuran citra Islam 2010-2018?\n\nPKS sdh disusupi antek Be",1,1,91,pks jadi pa ai pelacur beyek jadi germo n napakah pks tidak sadar bahwa beye otak dibalik kriminalisasi lhi politisi2 islam pengkhianatan kepada prabowo hatta pencurangan pilpres 2014 penghancuran citra islam 2010 2018 n npks sdh disusupi antek be,partai keadilan sejahtera ai pelacur beyek germo partai keadilan sejahtera sadar susilo bambang yudhoyono otak dibalik kriminalisasi lhi politiknya islam pengkhianatan prabowo hatta pelanggaran pemilihan presiden 2014 penghancuran citra islam 2010 2018 partai keadilan sejahtera disusupi antek be,296
"Dear USER driver lo ada yang tukeran orang buat anter gw, gw sih gak masalah asal pinter gak dongo muter2 cari rumah gw. Ini udah pake driver pengganti dongo buang waktu gw bgt buat nunggu. Taik'",1,1,189,dear driver lo ada yang tukeran orang buat anter gw gw sih gak masalah asal pinter gak dongo muter2 cari rumah gw ini udah pake driver pengganti dongo buang waktu gw bgt buat nunggu taik ,dear driver tukaran orang anter pintar dongok puter puter cari rumah pakai driver pengganti dongok buang banget menunggu tai,124
USER USER USER Yang mulai ngatain cebong juga kaum codot....playing victim much?',1,1,156, yang mulai ngatain cebong juga kaum codot playing victim much ,memaki cebong kaum codot memainkan korban much,46
USER USER najis bngt lo berdua kenapasi bully adek atip\xf0\x9f\x98\x9e',1,1,122, najis bngt lo berdua kenapasi bully adek atip xf0 x9f x98 x9e ,najis banget berdua bully adik atip,35
Bajingan? iyak itu sebutan yg pantes buat orang kaya lu ! #AhSudaLah',1,1,162,bajingan iyak itu sebutan yg pantes buat orang kaya lu ahsudalah ,bajingan iya sebutan orang kayak ah,35
pendukung Prabowo spt ARB SDA adl orang-orang BEJAD tabiatnya kasar termasuk org ini &gt;&gt; USER smoga dilaknat oleh ALLAH,1,1,183,pendukung prabowo spt arb sda adl orang orang bejad tabiatnya kasar termasuk org ini gt gt smoga dilaknat oleh allah,pendukung prabowo surat pemberitahuan tahunan arb sda orang orang bejat tabiatnya kasar orang semoga dilaknat allah,115
"USER USER USER USER USER buat lo gak usah bahas ekonomi yg morat marit deh, gwe mau tahu lo tuh siapa pake akun tulisan nama kek gitu? lo antek aseng bukan? gegara aseng kek congor lo negara gwe jd hina kek gini, nega",1,1,118, buat lo gak usah bahas ekonomi yg morat marit deh gwe mau tahu lo tuh siapa pake akun tulisan nama kek gitu lo antek aseng bukan gegara aseng kek congor lo negara gwe jd hina kek gini nega,bahas ekonomi moral menikah deh pakai akun tulisan nama kayak antek asing gara gara asing kayak congor negara hina kayak tega,125
Bloon bgt si yg jadi alucard',1,1,104,bloon bgt si yg jadi alucard ,banget alucard,14
USER Pokcoy ih bloon nya pacar kuuu',1,1,119, pokcoy ih bloon nya pacar kuuu ,pakcoy ih pacar kuuu,20
Indosiar (Emtek Group) selalu gembel kalo nyiarin bola.',1,1,68,indosiar emtek group selalu gembel kalo nyiarin bola ,indosiar elang mahkota teknologi grup gembel menyiarkan bola,60
USER Penampilan serasa paling suci sedunia. Tp kelakuan kyk setan. Ga punya empati ama keluarga korban bom kmrn',1,1,176, penampilan serasa paling suci sedunia tp kelakuan kyk setan ga punya empati ama keluarga korban bom kmrn ,penampilan serasa suci sedunia kelakuan kayak setan empati keluarga korban bom kemarin,86
"USER Sebenernya cebong, eh berudu, seolah ter-fait accompli...anies nyapres atau tetap gubernur, hidup mrk tetap ga tenang. Nikmat bgt gw dah klo lg begini buat mainin cebong.'",1,1,91, sebenernya cebong eh berudu seolah ter fait accompli anies nyapres atau tetap gubernur hidup mrk tetap ga tenang nikmat bgt gw dah klo lg begini buat mainin cebong ,cebong eh berudu ter faith accompli anies mencalonkan presiden gubernur hidup tenang nikmat banget mainkan cebong,113
Betapa biadabnya teroris Budha myanmar ini URL,1,1,70,betapa biadabnya teroris budha myanmar ini url,betapa biadabnya teroris buddha myanmar,39
Mampuuss ! Di tembak dalem banget silvyy .. lo urusin tuh dapurr ! Gak punya program demennya nyerang terus !!! #gue2 #DebatFinalPilkadaJKT,1,1,213,mampuuss di tembak dalem banget silvyy lo urusin tuh dapurr gak punya program demennya nyerang terus gue2 debatfinalpilkadajkt,mampus tembak banget silvy uruskan dapur program sukanya menyerang debat final pemilihan kepala daerah jakarta,110
"USER Guwe anjing penasaran iya iya lah bisa ngomong, maju lu sini garuda kuping budek'",1,1,208, guwe anjing penasaran iya iya lah bisa ngomong maju lu sini garuda kuping budek ,anjing penasaran iya iya berbicara maju garuda kuping budek,59
"Bro USER, ente sebut 'Kitab Suci' fiksi berarti semua agama bkn dari wahyu. Pernyataan spt ini mutlak scr harfiah dan filosofis melanggar keyakinan umat beragama, konstitusi dan norma agama, ente ini penista semua agama yg paling kotor! #AtheisDete",1,1,89,bro ente sebut kitab suci fiksi bera i semua agama bkn dari wahyu pernyataan spt ini mutlak scr harfiah dan filosofis melanggar keyakinan umat beragama konstitusi dan norma agama ente ini penista semua agama yg paling kotor atheisdete,bro kitab suci fiksi bera i agama wahyu pernyataan surat pemberitahuan tahunan mutlak harfiah filosofis melanggar keyakinan umat beragama konstitusi norma agama penista agama kotor ateis mati,191
USER USER USER Sontoloyo dan sok paling bener... mungkin dia iparan sama allah swt \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,122, sontoloyo dan sok paling bener mungkin dia iparan sama allah swt xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ,sontoloyo sok iparan allah subhanahu wa taala,45
USER Kalo mau buat hoax yg pinter dikit dong...udah dungu jgn bego...kasian ntar pengikut nya ikutan dungu dan tolol\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x89\xf0\x9f\x98\x89\xf0\x9f\x98\x89\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x,1,1,246, kalo mau buat hoax yg pinter dikit dong udah dungu jgn bego kasian ntar pengikut nya ikutan dungu dan tolol xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x89 xf0 x9f x98 x89 xf0 x9f x98 x89 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x,hoaks pintar dungu bego kasihan pengikut ikutan dungu tolol x,61
RT USER: USER tolol itu banyak yg bela penista agama walau sudah tersangka,1,1,79, tolol itu banyak yg bela penista agama walau sudah tersangka,tolol bela penista agama tersangka,34
USER Nga usah debat sama para kampret kerena otaknya sudah d rendam kencink onta',1,1,70, nga usah debat sama para kampret kerena otaknya sudah d rendam kencink onta ,debat kampret otaknya rendam kencing onta,41
"USER USER Itu semalem di USER juga ada banyak PCK , pekerja cocot komersial.'",1,1,109, itu semalem di juga ada banyak pck pekerja cocot komersial ,semalam pck pekerja cocot komersial,35
RT USER: #IklanAhokJahat bikin darah mendidih. bangsat penuh dengan propaganda. emang lo kira islam radikal ?Kalau kami mau,1,1,72, iklanahokjahat bikin darah mendidih bangsat penuh dengan propaganda emang lo kira islam radikal kalau kami mau,iklan ahok jahat bikin darah mendidih bangsat penuh propaganda islam radikal,76
USER Setan si lu ya',1,1,76, setan si lu ya ,setan,5
USER Kenapa cebong kelojotan dengan takjil #2019GantiPresiden ..\nKalo kalian waras buatlah takjil yang sama bukannya ngamuk ngamuk ngga karuan.\nGiliran presiden di hina kalian mingkem..\n#2019GantiPresiden \n#2019GantiPresidenKacung',1,1,254, kenapa cebong kelojotan dengan takjil 2019gantipresiden nkalo kalian waras buatlah takjil yang sama bukannya ngamuk ngamuk ngga karuan ngiliran presiden di hina kalian mingkem n 2019gantipresiden n 2019gantipresidenkacung ,cebong kelojotan takjil 2019 ganti presiden waras buatlah takjil mengamuk mengamuk karuan giliran presiden hina diam 2019 ganti presiden 2019 ganti presiden kacung,163
USER Kampang memang',1,1,161, kampang memang ,kampang,7
"USER USER Cebong kurang kopi eta mah...\xf0\x9f\x98\x81\nHarga harga naik, ngakunya masih bisa beli.. padahal mah ngutang \xf0\x9f\x98\x82'",1,1,139, cebong kurang kopi eta mah xf0 x9f x98 x81 nharga harga naik ngakunya masih bisa beli padahal mah ngutang xf0 x9f x98 x82 ,cebong kopi eta harga harga mengakuinya beli berutang,53
"USER USER Cara berpikir bayi tabung perpaduan sperma KAMPRET dan ONTA.., jangan pernah diragukan lagi.'",1,1,93, cara berpikir bayi tabung perpaduan sperma kampret dan onta jangan pernah diragukan lagi ,berpikir bayi tabung perpaduan sperma kampret onta diragukan,60
"USER Kata cebong; \nAh.. telur naik cuma 3000an aja berisik, dasar kampret miskin... \xf0\x9f\x98\x8f\xf0\x9f\x98\x8f\xf0\x9f\x98\x8f'",1,1,237, kata cebong nah telur naik cuma 3000an aja berisik dasar kampret miskin xf0 x9f x98 x8f xf0 x9f x98 x8f xf0 x9f x98 x8f ,cebong telur 3000an berisik dasar kampret miskin,48
anjing-anjing Orde Baru kayak USER emang tukang NGIBUL.kgk malu mengaku Ustadz?,1,1,39,anjing anjing orde baru kayak emang tukang ngibul kgk malu mengaku ustadz ,anjing anjing orde kayak tukang menipu malu mengaku ustaz,57
Indosat eek',1,1,182,indosat eek ,indosat tai,11
USER Puisi Sukmawati puisi sang iblis',1,1,89, puisi sukmawati puisi sang iblis ,puisi sukmawati puisi sang iblis,32
USER Yang ada di otaknya tentang kesetaraan gender cuma telanjang. Dasar mesum cacad.',1,1,141, yang ada di otaknya tentang kesetaraan gender cuma telanjang dasar mesum cacad ,otaknya kesetaraan gender telanjang dasar mesum cacat,53
USER udik bener kasian. mau ditidurin?',1,1,151, udik bener kasian mau ditidurin ,udik kasihan ditiduri,21
USER Itu artinya bacot lo',1,1,17, itu a inya bacot lo ,a inya bacot,12
Anda mengajarkan ngaji ayat cocok2 penis dan penggal kafir dapat pahala? Anda membiadabkan,1,1,56,anda mengajarkan ngaji ayat cocok2 penis dan penggal kafir dapat pahala anda membiadabkan,mengajarkan mengaji ayat cocok cocok penis penggal kafir pahala membiadabkan,76
"USER Anjing tai goblok idiot bangsat monyet babi fucc, kont, ngents, goblok. \n\nIya tau kasar bgt maaf'",1,1,35, anjing tai goblok idiot bangsat monyet babi fucc kont ngents goblok n niya tau kasar bgt maaf ,anjing tai goblok idiot bangsat monyet babi fuck kont kangen goblok iya tau kasar banget maaf,93
USER Mampus lu anaknya langsung nongol',1,1,138, mampus lu anaknya langsung nongol ,mampus anaknya langsung nongol,30
"Anda berpeluang menjadi tokoh perubahan Pak Lukman, jelaskan Hidup untuk Allah SWT sesat.",1,1,152,anda berpeluang menjadi tokoh perubahan pak lukman jelaskan hidup untuk allah swt sesat ,berpeluang tokoh perubahan lukman hidup allah subhanahu wa taala sesat,70
RT USER: USER USER\n\niklan BEGO buatan partai BEGO untuk pemilih BEGO',1,1,146, n niklan bego buatan pa ai bego untuk pemilih bego ,niklan bego buatan ai bego pemilih bego,39
USER kampang lo anj',1,1,100, kampang lo anj ,kampang anjing,14
\xe2\x80\x9cMbak gak ikut meeting?\xe2\x80\x9d\n\n\xe2\x80\x9cKatanya gapapa tadi\xe2\x80\x9d\n\nLha berarti tadi diajak meeting? Disuruh? Tapi si bloon diam aja kayak patung.\n\nMiskom. Somplak. \xf0\x9f\x98\x94',1,1,132, xe2 x80 x9cmbak gak ikut meeting xe2 x80 x9d n n xe2 x80 x9ckatanya gapapa tadi xe2 x80 x9d n nlha bera i tadi diajak meeting disuruh tapi si bloon diam aja kayak patung n nmiskom somplak xf0 x9f x98 x94 ,x9cmbak meeting x9ckatanya bera i diajak meeting disuruh diam kayak patung miskomunikasi somplak,96
Cowo yg hobi selfie itu ga ada beda ny sama lekong &amp; banci kaleng',1,1,82,cowo yg hobi selfie itu ga ada beda ny sama lekong amp banci kaleng ,cowok hobi swafoto beda lekong amp banci kaleng,47
"USER cebong kampretos bilang yg penting infrastruktur jalan truz, g apa"" yg lain mahal dan naik\xf0\x9f\x90\xb8\xf0\x9f\x91\x89\xf0\x9f\x9a\xbd'",1,1,90, cebong kampretos bilang yg penting infrastruktur jalan truz g apa yg lain mahal dan naik xf0 x9f x90 xb8 xf0 x9f x91 x89 xf0 x9f x9a xbd ,cebong kampret bilang infrastruktur jalan teruskan mahal,56
"USER wkwk mampus lo jung, ruby'",1,1,186, wkwk mampus lo jung ruby ,mampus jung ruby,16
USER kalau boleh saya ngomong ingin saya katakan ahmad dhani monyet babi anjing. tapi itu tidak boleh,1,1,47, kalau boleh saya ngomong ingin saya katakan ahmad dhani monyet babi anjing tapi itu tidak boleh,berbicara ahmad dhani monyet babi anjing,40
USER mampus lu. kalah kan lawan gua',1,1,121, mampus lu kalah kan lawan gua ,mampus kalah lawan,18
USER emang ahok siapa?? Orang penting?? Dia hanya penista agama!!,1,1,100, emang ahok siapa orang penting dia hanya penista agama ,ahok orang penista agama,24
"USER Bacot reza, urusin saja anak istrimu itu! Etapi garagara reply anda saya jadi galau lagi\xf0\x9f\x98\xad'",1,1,136, bacot reza urusin saja anak istrimu itu etapi garagara reply anda saya jadi galau lagi xf0 x9f x98 xad ,bacot reza uruskan anak istrimu gara gara reply galau,53
"USER Tuh kan dungu, klo km make gelang itu dan ada di TKP ikut intimidasi secara lgsg km terlibat. Gelang itu baru dugaan sbg bentuk konspirasi.'",1,1,103, tuh kan dungu klo km make gelang itu dan ada di tkp ikut intimidasi secara lgsg km terlibat gelang itu baru dugaan sbg bentuk konspirasi ,dungu km make gelang kejadian perkara intimidasi langsung km terlibat gelang dugaan bentuk konspirasi,101
USER USER pea kesayangan kecintaan bolot sok pinter pdhl lbh lemot dr gua',1,1,75, pea kesayangan kecintaan bolot sok pinter pdhl lbh lemot dr gua ,peang kesayangan kecintaan bolot sok pintar lemot,49
"USER Terlihat salah satu pendukung mafia koruptor dan penista agama, para gerombolan BANCI TITOT lakukan bidikan ke arah",1,1,125, terlihat salah satu pendukung mafia koruptor dan penista agama para gerombolan banci titot lakukan bidikan ke arah,salah pendukung mafia koruptor penista agama gerombolan banci titot lakukan bidikan arah,88
"Perbedaan banget sama Adi.\n\nKalo Adi mah,\n\n""TUH KAK, LIAT! GUE BILANG JUGA APA DIA BRENGSEK!""\n\nYha. URL",1,1,254,perbedaan banget sama adi n nkalo adi mah n n tuh kak liat gue bilang juga apa dia brengsek n nyha url,perbedaan banget adi adi kak lihat bilang berengsek nyha,56
