,Tweet,HS,Abusive,Neutral
9569,ph for all ideologi agenda sarang kubang dalam liberal sekuler syiah ah evangelis humanis ateis finis free thinker mu lgbt a islamis makhluk spesies join,0,0,1
9570,bicara sylvi oke debat ahok sylvi langsung kuat goblok,1,1,0
9571,dicalonpresidenkan kalang asing asing teman teman a media dukung ramai ramai tolak khawatir jahat main kotor negeri diberangusss sepe i reklamasi jaka a 2019 ganti presiden,1,0,0
9572,kunyuk orang kasih kendor ciduk,1,1,0
9573,menang anies sandi batal hukum,1,0,0
9574,bilang nabi sunnah amal relevan relevansi sunnah mudarat next mana onta sesuai hasanah lokal mudarat amal,0,0,1
9575,bangsat kuadrat,1,1,0
9576,lapor ganjar pranowo djuju purwantoro bang jafar bang jafar dukung anies sandi daerah khusus ibukota sila simpul arah lapor ganjar pranowo baca puisi karya gus mus,0,0,1
9577,damai untuk agama untuk agama kitab suci alquran an orang kristen taat urus muslim muslim taat hormat,0,0,1
9578,allah dunia manusia cinta benci sadar ber agama kecuali cinta barang sadar ber agama allah bera i cinta a,0,0,1
9579,admin dendam admin tolol,1,1,0
9580,sa upil onta,1,1,0
9581,mungut mana orang tampang cebong aku ulama muda,1,1,0
9582,tunggu jalur lengser jokowi jokowi end,1,0,0
9583,rakyat indonesia lihat azab poltak mulut bangkai pelihara,1,1,0
9584,putus hati cakap terkadang bodoh tah,0,1,0
9585,l allah barel barang duga bom merinding asli allah takut beli dimsum bayang jadi,0,0,1
9586,klaim bani bong toleran pancasilais bineka aktivis islamis yaelah dasar tutup botol penyok,1,1,0
9587,tuju presiden partai adil sejahtera,0,0,1
9588,janji buka 10 juta lapang kerja atur presiden mulus tenaga kerja asing janji swasembada pangan 3 impor beras garam janji turun harga bahan bakar minyak tarif dasar listrik bahan bakar minyak tarif dasar listrik din,0,0,1
9589,maaf mana letak abat amp wibawa negara satu republik indonesia negara daulat negara satu republik indonesia tanah pribumi selamat negara satu republik indonesia 20,0,0,1
9590,penjara nista agama turun hypertext transfer protocol over secure socket layer t co vqh0tnxarz,1,1,0
9591,besok prabowo calon presiden teriak teriak indonesia percaya pakai isu sara,1,0,0
9592,tau valak tai banget,0,1,0
9593,banci bikin sensasi,1,1,0
9594,jabat bikin kampung anies sandi rusuh kerja orang,1,0,0
9595,jahat anak orang begini haha kali jahat anak orang suparji ribu kali jahat titit sinting,1,1,0
9596,melayu hidang daging lembu tetamu hindu sensitivitas,1,0,0
9597,menteri agama urus teroris islam orang spe i gus mus buang islam,1,0,0
9598,lupa besok pagi sidang dadar haha anjir anjir mampus,0,1,0
9599,paham jawa timur nasihat gubernur mas buruh pabrik sayang potensi mas eh,0,0,1
9600,lengser jokowi megawati lengser ahok lengser ahok padam lilin nusantara,1,0,0
9601,bantu lengser jokowi,1,0,0
9602,kuat fitnah menteri agama lgbt haram lebai fitnah suci manifesto ph stabil harga minyak next generation network subsidi harga minyak tanggung raja,0,0,1
9603,bengkal tuan rumah pekan ilmiah olahraga seni mahasiswa 3 000 mahasiswa kampus islam riau pulau riau,0,0,1
9604,calon calon marah bos langsung resign cupu,1,1,0
9605,favorit kerjain tugas bux kupon gratis teman sok lucky tugas plus curhat pokok pulang pas telepon makan mi ayam rica jajan mi goreng,0,0,1
9606,prabowo anis matta cocok apa hadap benteng bahagia sentuh,0,0,1
9607,serang wa wa cebong,0,1,0
9608,cebong kacung dungu tulang rusuk,1,1,0
9609,korea pop e bom ta,0,0,1
9610,jokowi motor listrik produsen motor langsung lirik papua presiden joko,0,0,1
9611,berengsek adik ku cebur tertawa,0,1,0
9612,unjuk indonesia tuntut lengser jokowi,1,0,0
9613,bantah iman allah subhanahu wa taala iman biadab wajib lopor buang islam,1,1,0
9614,bani cebong girang,1,1,0
9615,kriminalisasi ulama,0,0,1
9616,asalamualaikum video hina presiden angkat indonesia lawyers club biar tau adil terima kasih wassalammualaykum,0,0,1
9617,rapi jaka a sakit hati pura pura diam calon presiden pikir asing,1,0,0
9618,tai banget dit,1,1,0
9619,lae ferdinan cocok jokowi lengser trotoar tengah jalan seruduk dua lo,1,0,0
9620,ilmu ajar buruk akhlak ajar bekal anak anak ilmu tahu akhlak tuan guru bajang zainul majdi tuan guru bajang indonesia tuan guru bajang presiden 2019,0,0,1
9621,jelek berengsek mampus,1,1,0
9622,banget duduk kontol kayak tusuk nusuk perut kuda duduk bokep gratis memek ngentot hypertext transfer protocol over secure socket layer,0,1,0
9623,be emu ulama jabar presiden jokowi ajak ulama a perintah sejuk suasana jelang pilih kepala daerah serentak 10 4 18,0,0,1
9624,yusuf mansyur masuk lingkar istana rezim musibah umat islam khianat urus dunia,0,0,1
9625,negara kirim tenaga kerja indonesia negara indonesia larang tenaga kerja asing masuk perintah perhati lindung tenaga kerja lokal nurl,0,0,1
9626,mesti fahri hamzah kasih kerja bawa tas presiden cocok iya,1,0,0
9627,haha tulang orang batak mana tulang manusia orang batak kali luhut binsar panjaitan orang batak orang tionghoa sesat batak mu,1,1,0
9628,gera instan peluk hapus stigma negatif wanita cadar sifat insidental bom teroris pret,1,0,0
9629,salah problem dasar umat islam dunia miskin,0,0,1
9630,mohon blokir akun provokatif pecah belah akun bayar antek dolar cc,0,0,1
9631,usir rohingya indonesia rohingya nista gadis buddha myanmar,1,0,0
9632,oknum kali pendeta rahib agama jarang dengar buddha hindu klaim sempurna bawa damai heboh heboh masuk pindah agam,0,0,1
9633,asing lini,0,0,1
9634,tiru nabi lajur utama onta lajur kiri mobil motor,0,0,1
9635,2019 ganti presiden perintah sepele intelektualitas rakyat,1,0,0
9636,pikir ngilu sumpek push rank kalah anjing,1,1,0
9637,hati hati dalam rakit bom,0,0,1
9638,moga kembang pesat,0,0,1
9639,kemarin sengaja masuk kedai kopi empunya orang tionghoa jajan beda alih alih be anya kerja be anya usaha segenap terka simpul bera i aura peng,0,0,1
9640,kader fitnah jokowi antek komunis contoh tau main isu partai komunis indonesia,1,0,0
9641,kodrat pecun dang pintar cari alas,1,1,0
9642,iya habis baca baca sejarah kelam bangun kota tua sedih banget bantai kaum tionghoa tragedi 98 pikir 98 orang indonesia kej,0,0,1
9643,surat pemberitahuan tahun tunggu 2019 lengser kata hancur negeri presiden,1,0,0
9644,baik ai2 koalisi dukung jokowi pakat salah 1 metode calon wakil presiden jokowi tugas lembaga survei reputasi ukur tingkat elektabilitas pasang jokowi serah 2 3 atas,0,0,1
9645,novel komisi berantas korupsi sandi aman novel usut wakil gubernur sepupu usut kasus anies,1,0,0
9646,berengsek wondo joni bahas pekan tonton cctv,1,1,0
9647,fitnah front bela islam pecah ulah ahoker elektabilitas ahok tinggal 10 kelojot majelis ulama indonesia nu muhammad,1,0,0
9648,penjara cina kafir ateis ahok pimpin babi tukang korupsi,1,1,0
9649,bilang anjir potong batal,1,1,0
9650,agama bilang kafir kafir korupsi peluk islam korupsi bilang oknum dasar bau busuk mulut,1,1,0
9651,algaka pilih kepala daerah kalimantan timur 2018 tumbang komisi pemelihan rau,0,0,1
9652,jancuk bicara manga sambung lagu jakarta wota dgk,0,1,0
9653,mampus,1,1,0
9654,24 jam buta budek percaya sip,0,0,1
9655,politis bangsat lomba siasat sesat pikir rakyat ber posisi oposisi bejat fanatik giat rakyat penat politis sepe i jerawat pantat monyet,1,1,0
9656,kampung banget,1,1,0
9657,tawar mulu onta,1,1,0
9658,antena ulang aku jilat prabowo tau jokowi keok 2019,1,0,0
9659,tentara nasional indonesia gerak partai komunis indonesia bangkit rajalela lengser jokowi gagal total pimpin indonesia,1,0,0
9660,orde din syamsuddin amien rais amien sepe i muazin be eriak2 presiden ganti imam orang ucap din syamsuddin bukti,0,0,1
9661,27 warga jawa dengar forum umat islam satu usir arik pilih kepala daerah jawa hanbok usir arik telur ben kenyang nek ngelih sok bodoh,1,1,0
9662,jokowi pimpin buruk raja utang ahli citra maling kampung jago bohong opresif anak partai komunis indonesia jongos cina komunis,1,1,0
9663,topi 2019 ganti presiden,0,0,1
9664,suka buang sampah sembarang,0,0,1
9665,maksud bukti korupsi nista agama om bangsat tai maaf pakai bahasa babi ahok,1,1,0
9666,awas mama restu kunyuk papa,0,1,0
9667,dasar cebong angkat mati,1,1,0
9668,ulama ahli tafsir sembelih hewan sembelih hewan kurban salat idulfitri,0,0,1
9669,video klip penuh bokong,0,1,0
9670,bogel kunyuk hehe,0,1,0
9671,jaman anies cebong akibat saham bir hapus,1,1,0
9672,atur salah biar lapor agama sebut singgung 5 agama,0,0,1
9673,otot atribut nusantara islam atribut tohok jantung ide liberal syiah komunis,0,0,1
9674,akun neopki komunis ateis berani muncul bak jamur musim hujan rezim jokowi rezim miris,1,0,0
9675,1 heran orang orang auliya al almaidah 51 ulama a inya pimpin kekeh bilang ikan pimpin,1,0,0
9676,kristen nusantara hindu nusantara buddha nusantara katolik nusantara protestan nusantara khong hu tju nusantara nusantara koes plus wkwk wkkk,0,0,1
9677,rezim istimewa tanah hancur,1,0,0
9678,salat jumat rajawali citra televisi indonesia takjub radikal banget sentuh hati banget takjub khotbah rasul silaturahim orang yahudi sampai oke banget,0,0,1
9679,huawei 2025 86 persen usaha operasi global adopsi cerdas buat ai,0,0,1
9680,indonesia mundur pimpin jokowi,1,0,0
9681,bantu an memek mbak,0,1,0
9682,haqqul dukung prancis hasil survei menang kroasia,0,0,1
9683,solusi 2 1 lengser jokowi 2 khilafah,1,0,0
9684,koordinasi kuat massa muslim kepung duta myanmar usir duta orang buddha biadab indonesia,1,1,0
9685,mampus iya marah hyung 13 wkwk,1,1,0
9686,tumben om ustaz on nooopst bawang asing x,1,0,0
9687,antek asing komunis kapitalis,1,0,0
9688,munafik hati benci benci sok damai damai viking anjing larang,0,1,0
9689,ubah biu orang munafik asa tau tameng bahagia pikir bahagia habis mending tidur,0,0,1
9690,amat universitas negeri padjadjaran kritik prabowo jokowi blunder,1,0,0
9691,dana investor asing deputi gubernur bi dody budi waluyo percaya investor masuk po oflio domestik tingkat pasca naik peringkat utang moody si investor service invetasi investor ekonomi,0,0,1
9692,coy kacrut sedia,1,1,0
9693,kabur datang ulama jama ah tembak gas air mata arah ulama jama ah babi buta diam ulama fitnah teror habis an 2019 ganti presiden,1,0,0
9694,mari cinta produk bantu produk saing pasar global moga menang gubernur sumatra utara jadi sumatra utara bidang adang,0,0,1
9695,hayo ayo bajing,1,1,0
9696,setan siang siang teman kayak setan ajak makan titip,0,1,0
9697,besok prabowo calon presiden teriak teriak negara satu republik indonesia harga mati percaya,1,0,0
9698,iya anjir bolot budek,1,1,0
9699,gubernur bank pecah uang cetak wajah,0,0,1
9700,paul pogba selebrasi gol dengar tiru suara monyet,0,0,1
9701,anjir kenapaaa mencret maksud,0,1,0
9702,lupa dukung nista agama ahok,1,0,0
9703,jokowi ahok hater dukung prabowo,1,0,0
9704,cebong dungu,1,1,0
9705,eh oi rakyat susah zon teman dewan wakil rakyat situ waras oi makan micin,1,0,0
9706,tahan paksa tuduh beda keri rezim jokowi,1,0,0
9707,bangsa cebong bangga buat kaos logo paham kampret aku bangga,1,1,0
9708,kondisi mana khawatir senang senang babi nama,0,1,0
9709,sikap orang iman selamat ingat maulid nabi muhammad saw,0,0,1
9710,menang pilih kepala daerah milik tahu contoh simak deh video,0,0,1
9711,7 untung freelance writer chat,0,0,1
9712,bani kampret dungu kontrak stop sanggup gaji ribu karyawan sanggup beli alat super canggih gali emas ujung iya perintah,1,1,0
9713,kitab suci agama koh nali,0,0,1
9714,kecoa kayak banyak rem septic tank bacot doang congor joko,1,1,0
9715,anies super gubernur isi kuliah maroko banget kandang markas komando anies top,0,0,1
9716,abg adik yahudi,0,0,1
9717,tahu ganti sahabat patrick suka idiot hilang spongebob,0,0,1
9718,batil jahat wajib lawan rang ras apa cina arab indonesia bulai yahudi khusus maklum elite quraisy jahil batil adil,0,0,1
9719,pakai partai komunis indonesia berangus lawan politik,0,0,1
9720,wedus gembel siram air bikin segar,0,1,0
9721,ekonomi roket 7 hoaks,0,0,1
9722,aduh henti ucap cebong dongok fakta bukti,1,1,0
9723,x8fbukan kampret kecoa hidup makan tai bikin sakit,1,1,0
9724,salah satu nabi hud nabi hud tradisi arab islam ada padan tradisi ibrani yahudi,0,0,1
9725,bukti nyata cina indonesia antek jajah,1,0,0
9726,curiga ahok kalah pilih kepala daerah konspirasi biar duduk jaka a pindah meika a gubernur kompeten,1,0,0
9727,kristen nama denominasi kelompok akulturasi budaya indonesia gereja kristen jawi wetan jawi wetan huria kristen batak protestan batak gpib kristen nusantara unik bhineka annya,0,0,1
9728,sabar kerja lembur onta,0,0,1
9729,jawa rat jokowi antek orang papua,0,0,1
9730,tuju bahagia senang majelis musyawarat rakyat dewan wakil rakyat bubar gaji negara korupsi rugi,1,0,0
9731,badan awas pilih kolaka te inggi langgar aparatur sipil negara pilih kepala daerah uji pilih kepala daerah,0,0,1
9732,manusia homo teriak manusia homo,1,1,0
9733,negara satu republik indonesia eks bebas serbu tenaga kerja asing cina mari umat islam indonesia satu ganti presiden 2019 ganti presiden yuk 2019 presiden,1,0,0
9734,doktrin gereja katolik dogma maria angkat surga utuh badan jiwa katekismus 966 mas lukas doktrin,0,0,1
9735,bacot banget kunyuk bikin sayang ah,1,1,0
9736,target turun presiden isu wakil ganti inti jokowi konglomerat hitam tiarap peluang,1,0,0
9737,politik bicara islam balut budaya nusantara alah canda moga sadar amin,0,0,1
9738,wkwk doktoranda bos bosan tai,0,1,0
9739,cari orang tuan malam hadir mimpi,0,0,1
9740,pakai jamin peduli bos jatuh kayak first travel booming laku korban tenggelam orang indonesia budek riak nge i,1,1,0
9741,iya anak berontak perintah revolusioner republik indonesia juang rakyat semesta prabowo,1,0,0
9742,aduh cebong empati empati teman,1,1,0
9743,tuak bera i berengsek,1,1,0
9744,teroris kafir komunis nusantara nista islam kitab nabi saw teroris hadir mana samping isu politik panas,0,0,1
9745,chaser top yoyakarta gay gerindra growl gay boy gay chaser gay indonesia gay indonesia lokal hot gay lokal gay top chubby guy gay bear gay bottom kontol sange aaaaaaaaaah gay yogyakarta gay asia gay fitness gayyogyaka a gay asia,0,1,0
9746,cari benar buka main salah bela idiot,1,1,0
9747,5 habis benci anies sandi,1,0,0
9748,fokus rambu jalan sepe inya jajah cina rambu jalan pakai bahasa cina,0,0,1
9749,presiden buat salah buat salah presiden mundur bapaaaak,1,0,0
9750,hantu kak limah 2 amp munafik 2 hem,0,0,1
9751,sis request kat nak 8 bodoh je bi hday natang sis happy buka tengok tegok iphone alaaaa sis maksud s8 iphone 8 my salah 8 je pergi tukar x minat apple iphone eeyewwww,0,0,1
9752,iya hakim garis tabayun beliau tipe dengan ilmu nol minus harap islam ganggu umat adu domba pimpin beres,0,0,1
9753,aku ustad bilang jancuk mata picek bilang,1,1,0
9754,hutang belanja dapat dewan wakil rakyat ri tuju anggar dapat belanja negara dewan wakil rakyat ri kontrol keluar efisien efektif boros rang korupsi bantu perintah baca rakyat indonesia naik pend pajak,0,0,1
9755,repost jokower ahoker sapi onta curut khilafah kecoa anjing kampret pentol korek bumi datar otak micin balas cebong turun cebong iq ratus cebong kolam butek mewek adu emak takut amp cengeng ah bong,1,1,0
9756,jejak bumerang indonesia hormat dunia presiden kembali pamor indonesia negara segani dunia,0,0,1
9757,model munafik main sara rakyat indonesia waras hasut pengaruh ganti presiden,1,1,0
9758,anak buah mulut kayak harap rakyat percaya 2019,1,0,0
9759,sipit,0,0,1
9760,geblek juta,0,1,0
9761,badan magrib ta,0,0,1
9762,tai akun tau blok,1,1,0
9763,awwww koko badan kontol tantang ayo ah dicrotin kontol keras uuunncchh,0,1,0
9764,dear dik selamat capai moga dipe ahankan kasih kendor dik 2019 ganti presiden,1,0,0
9765,mentalitas jamban pikir adat budaya elok biasa tampak amp kekok nak ubah buruk akar umbi alih zaman amp generasi,0,0,1
9766,kampret kampret berani ml doang jolok jolok mata tai haha canda guys,1,1,0
9767,ah ulama karbitan omong bawa sejuk baca ajar hidup nabi biar tulalittttt,1,1,0
9768,aktivis 98 hasil tumbang rezim orde kkn aktivis 98 zaman now tuju bubar partai adil sejahtera tumpang aktivis 98 reformis susup mental komunis,0,0,1
9769,viralkan,0,0,1
9770,3 segenap orang kristen bentuk keluarga allah diam tinggal roh efesus 2 19 22,0,0,1
9771,jokowi komunis kapitalis,1,0,0
9772,jual kabur lapak tutup lemah belanja market place konsumen lindung klik tombol selesai bera i 2 was was kena tipu barang cacat undang undang lin,0,0,1
9773,sipit mbak onih,0,0,1
9774,celeng teriak teriak cebong tolol celeng dungu bukti n2019 ganti presiden yuk tuju bang ganti tolol cari kocak no bang rock,1,1,0
9775,sepe i kerja komunis zaman o sepe i pura pura teman serang waspada mudah percaya,0,0,1
9776,presiden i mmsp bahagia datuk seri r si sambut hadir perdana menteri dewan juru beli kuala kangsar,0,0,1
9777,tau iya prabowo salah geng menteri juang rakyat semesta diri partai adil sejahtera anak tii berontak penghianat,1,0,0
9778,bugis arab muhammadiyah ayah jawa darah cina nahdlatul ulama ulama muslim bayi,0,0,1
9779,ajak negara oki buang islam lukman jalan damai timur,1,1,0
9780,festival palang pintu 13 gelar budaya 2018 5 6 mei 2018 sabtu minggu 08 00 indonesia barat 22 00 indonesia barat tutup jalan jalan raya kemang jaka a selatan informasi telepon wa 0812 8007 9048,0,0,1
9781,benda bodoh pergi beli makan kejap mati perang tau stasiun,0,1,0
9782,calon presiden ri 1 pintar pro orang otoriter,0,0,1
9783,guntur romli al qur an budaya sejarah,0,0,1
9784,waspada izin tambang jelang pilih kepala daerah,0,0,1
9785,naluri banci hilang kawin,0,1,0
9786,otak dungu,1,1,0
9787,negara bikin legislasi mental mahkamah jalan hukum larang ngewe resmi catet bikin jalan,0,0,1
